obsmjd,mag_autocorr,magerr_auto,oid,ra,dec,fid,transient_flag,astrometricrms,nobs,ngoodobs,nbestobs,referencemag,referencemagerr,medianmag,bestmedianmag,meanmag,bestmeanmag,magrms,bestmagrms,sid,s_ra,s_dec,ptffield,ccdid,hmjd,nid,mag_auto,limitmag,absphotzp,fwhmsex,fwhm_image,qaflags,flags,photcalflag,goodflag,pid,dist,angle,ROW_IDX,ROW_NUM
55714.356187200000,14.642000000000000,0.026000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9636406001971,233.968378,57.902651000000000,100082,6,55714.3570272,812,14.642000000000000,21.476000000000000,27.782,3.25,3.746,0,131072,0,1,9636406,0.054203000000000000,57.899049000000000,0,0
55804.185787200000,14.443000000000000,0.026000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10461517002189,233.968384,57.902650000000000,100082,6,55804.1844172,902,14.455000000000000,21.589000000000000,27.747,2.45,2.879,0,131072,0,1,10461517,0.054203000000000000,57.899049000000000,1,1
55649.306537200000,14.680000000000000,0.026000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9989776001796,233.968362,57.902645000000000,100082,6,55649.3081872,747,14.668000000000000,21.490000000000000,27.713,3.25,3.794,0,131072,0,1,9989776,0.054203000000000000,57.899049000000000,2,2
55685.400227200000,14.684000000000000,0.022000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,14322455002369,233.968359,57.902652000000000,100082,6,55685.4016372,783,14.687000000000000,21.867000000000000,27.776,2.25,2.733,0,131072,1,1,14322455,0.054203000000000000,57.899049000000000,3,3
55662.498057200000,14.636000000000000,0.068000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10034568001870,233.968381,57.902641000000000,100082,6,55662.4996872,760,14.617000000000000,21.271000000000000,27.796,4.05,4.556,0,131072,0,1,10034568,0.054203000000000000,57.899049000000000,4,4
55800.207827200000,14.488000000000000,0.166000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10407339001992,233.968368,57.902653000000000,100082,6,55800.2065272,898,14.562000000000000,21.403000000000000,27.608,2.25,2.628,0,131072,0,1,10407339,0.054203000000000000,57.899049000000000,5,5
55829.120297200000,14.379000000000000,0.028000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10536215001900,233.968364,57.902658000000000,100082,6,55829.1186672,927,14.397000000000000,21.327000000000000,27.717,2.65,2.985,0,131072,0,1,10536215,0.054203000000000000,57.899049000000000,6,6
54975.403787200000,14.774000000000000,0.029000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12108866002338,233.968391,57.902642000000000,100082,6,54975.4048172,94,14.744000000000000,21.686000000000000,27.376,2.75,3.246,0,131072,0,1,12108866,0.054203000000000000,57.899049000000000,7,7
55713.200857200000,14.650000000000000,0.335000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9624606002291,233.968340,57.902647000000000,100082,6,55713.2017172,811,14.141000000000000,21.178000000000000,27.273,2.55,3.003,0,131072,0,1,9624606,0.054203000000000000,57.899049000000000,8,8
55687.345157200000,14.691000000000000,0.024000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,14305378002366,233.968370,57.902654000000000,100082,6,55687.3465372,785,14.688000000000000,21.748000000000000,27.707,2.45,2.885,0,131072,1,1,14305378,0.054203000000000000,57.899049000000000,9,9
55829.166597200000,14.386000000000000,0.028000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10536255001869,233.968377,57.902653000000000,100082,6,55829.1649672,927,14.394000000000000,21.246000000000000,27.663,2.65,3.141,0,131072,0,1,10536255,0.054203000000000000,57.899049000000000,10,10
55713.244547200000,14.699000000000000,0.335000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9624531000861,233.968376,57.902638000000000,100082,6,55713.2454072,811,16.243000000000000,20.987000000000000,27.313,2.25,2.742,0,131072,0,1,9624531,0.054203000000000000,57.899049000000000,11,11
55685.357157200000,14.681000000000000,0.022000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,14322428002381,233.968348,57.902644000000000,100082,6,55685.3585572,783,14.672000000000000,21.786000000000000,27.780,2.45,2.953,0,131072,1,1,14322428,0.054203000000000000,57.899049000000000,12,12
55835.152317200000,14.415000000000000,0.033000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10592455001860,233.968373,57.902649000000000,100082,6,55835.1506672,933,14.444000000000000,21.181000000000000,27.631,2.45,2.810,0,131072,0,1,10592455,0.054203000000000000,57.899049000000000,13,13
55632.263437200000,14.586000000000000,0.091000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9966613001242,233.968310,57.902654000000000,100082,6,55632.2649972,730,14.514000000000000,20.388000000000000,27.579,4.35,4.901,0,131072,0,1,9966613,0.054203000000000000,57.899049000000000,14,14
55717.317277200000,14.658000000000000,0.023000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10663266002390,233.968371,57.902646000000000,100082,6,55717.3180472,815,14.656000000000000,21.726000000000000,27.837,2.75,3.164,0,131072,1,1,10663266,0.054203000000000000,57.899049000000000,15,15
54917.399097200000,14.907000000000000,0.044000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12281149001818,233.968354,57.902643000000000,100082,6,54917.4007472,31,14.868000000000000,21.338000000000000,27.377,3.55,4.278,0,131072,0,1,12281149,0.054203000000000000,57.899049000000000,16,16
55631.259967200000,14.626000000000000,0.021000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9942044001741,233.968284,57.902659000000000,100082,6,55631.2615072,729,14.604000000000000,20.944000000000000,27.617,2.95,3.421,0,131072,0,1,9942044,0.054203000000000000,57.899049000000000,17,17
54918.450927200000,14.907000000000000,0.023000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12282323002053,233.968353,57.902644000000000,100082,6,54918.4525772,30,14.891000000000000,21.574000000000000,27.454,2.95,3.620,0,131072,0,1,12282323,0.054203000000000000,57.899049000000000,18,18
54975.306567200000,14.764000000000000,0.029000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12108923002397,233.968368,57.902646000000000,100082,6,54975.3075972,94,14.727000000000000,21.750000000000000,27.395,2.65,3.174,0,131072,0,1,12108923,0.054203000000000000,57.899049000000000,19,19
55688.387967200000,14.687000000000000,0.023000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12690597002320,233.968367,57.902645000000000,100082,6,55688.3893272,786,14.688000000000000,21.876000000000000,27.758,2.55,3.147,0,131072,1,1,12690597,0.054203000000000000,57.899049000000000,20,20
55630.289807200000,14.628000000000000,0.042000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9940572001816,233.968303,57.902651000000000,100082,6,55630.2913372,728,14.599000000000000,21.165000000000000,27.617,2.95,3.493,0,131072,0,1,9940572,0.054203000000000000,57.899049000000000,21,21
55629.340427200000,14.616000000000000,0.028000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9935557001958,233.968330,57.902656000000000,100082,6,55629.3419472,727,14.574000000000000,21.342000000000000,27.713,3.15,3.738,0,131072,0,1,9935557,0.054203000000000000,57.899049000000000,22,22
55827.123677200000,14.362000000000000,0.035000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10533869001987,233.968372,57.902651000000000,100082,6,55827.1220572,925,14.333000000000000,21.377000000000000,27.638,2.35,2.667,0,131072,0,1,10533869,0.054203000000000000,57.899049000000000,23,23
55796.222917200000,14.472000000000000,0.024000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10398794002203,233.968373,57.902648000000000,100082,6,55796.2216872,894,14.476000000000000,21.581000000000000,27.712,2.35,2.643,0,131072,0,1,10398794,0.054203000000000000,57.899049000000000,24,24
55720.265927200000,14.657000000000000,0.027000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9672289002033,233.968361,57.902644000000000,100082,6,55720.2666172,818,14.661000000000000,21.429000000000000,27.803,2.95,3.425,0,131072,0,1,9672289,0.054203000000000000,57.899049000000000,25,25
55689.417207200000,14.661000000000000,0.026000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10071870002085,233.968389,57.902649000000000,100082,6,55689.4185572,787,14.649000000000000,21.598000000000000,27.781,3.55,4.015,0,131072,0,1,10071870,0.054203000000000000,57.899049000000000,26,26
55716.281677200000,14.686000000000000,0.184000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9637546001681,233.968360,57.902645000000000,100082,6,55716.2824672,814,15.022000000000000,21.306000000000000,27.650,3.05,3.485,0,131072,0,1,9637546,0.054203000000000000,57.899049000000000,27,27
55827.168167200000,14.369000000000000,0.035000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10533841001887,233.968374,57.902661000000000,100082,6,55827.1665572,925,14.368000000000000,21.211000000000000,27.588,2.55,2.877,0,131072,0,1,10533841,0.054203000000000000,57.899049000000000,28,28
55826.168857200000,14.375000000000000,0.023000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10528634001955,233.968358,57.902660000000000,100082,6,55826.1672372,924,14.386000000000000,21.336000000000000,27.681,2.45,2.794,0,131072,0,1,10528634,0.054203000000000000,57.899049000000000,29,29
54921.320367200000,14.906000000000000,0.026000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12278858001867,233.968328,57.902653000000000,100082,6,54921.3220272,37,14.866000000000000,21.312000000000000,27.295,3.05,3.672,0,131072,0,1,12278858,0.054203000000000000,57.899049000000000,30,30
55566.512577200000,14.711000000000000,0.030000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,16556780001762,233.968369,57.902646000000000,100082,6,55566.5126672,663,14.699000000000000,21.279000000000000,27.784,3.85,4.341,0,131072,1,1,16556780,0.054203000000000000,57.899049000000000,31,31
54917.315187200000,14.897000000000000,0.044000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12281055001619,233.968337,57.902643000000000,100082,6,54917.3168372,31,14.883000000000000,21.095000000000000,27.324,3.95,4.657,0,131072,0,1,12281055,0.054203000000000000,57.899049000000000,32,32
55798.201957200000,14.464000000000000,0.025000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10393995002141,233.968382,57.902655000000000,100082,6,55798.2006872,896,14.472000000000000,21.543000000000000,27.672,2.35,2.678,0,131072,0,1,10393995,0.054203000000000000,57.899049000000000,33,33
55720.310687200000,14.691000000000000,0.027000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9672245002540,233.968370,57.902646000000000,100082,6,55720.3113772,818,14.679000000000000,22.037000000000000,27.799,2.25,2.787,0,131072,0,1,9672245,0.054203000000000000,57.899049000000000,34,34
55795.155417200000,14.524000000000000,0.561000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10391067001650,233.968361,57.902649000000000,100082,6,55795.1542072,893,13.633000000000000,20.081000000000000,26.431,2.65,2.871,0,131072,0,1,10391067,0.054203000000000000,57.899049000000000,35,35
54910.346577200000,14.925000000000000,0.051000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12221501002415,233.968348,57.902649000000000,100082,6,54910.3481972,47,14.900000000000000,21.876000000000000,27.444,2.45,3.199,0,131072,0,1,12221501,0.054203000000000000,57.899049000000000,36,36
55655.205157200000,14.722000000000000,0.024000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10024180001926,233.968314,57.902654000000000,100082,6,55655.2068172,753,14.668000000000000,21.232000000000000,27.636,3.05,3.570,0,131072,0,1,10024180,0.054203000000000000,57.899049000000000,37,37
55653.300657200000,14.740000000000000,0.169000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10026125002369,233.968336,57.902651000000000,100082,6,55653.3023172,751,14.713000000000000,21.659000000000000,27.796,2.75,3.308,0,131072,0,1,10026125,0.054203000000000000,57.899049000000000,38,38
55806.185477200000,14.461000000000000,0.026000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10486142002081,233.968382,57.902655000000000,100082,6,55806.1840772,904,14.470000000000000,21.477000000000000,27.723,2.55,2.901,0,131072,0,1,10486142,0.054203000000000000,57.899049000000000,39,39
55801.196987200000,14.463000000000000,0.028000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10422464002095,233.968364,57.902646000000000,100082,6,55801.1956772,899,14.475000000000000,21.517000000000000,27.625,2.25,2.625,0,131072,0,1,10422464,0.054203000000000000,57.899049000000000,40,40
54975.464997200000,14.787000000000000,0.029000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,12108943002304,233.968396,57.902648000000000,100082,6,54975.4660272,94,14.765000000000000,21.646000000000000,27.347,2.55,3.077,0,131072,0,1,12108943,0.054203000000000000,57.899049000000000,41,41
55832.117317200000,14.393000000000000,0.028000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10561571001881,233.968380,57.902647000000000,100082,6,55832.1156772,930,14.416000000000000,21.264000000000000,27.712,2.75,3.182,0,131072,0,1,10561571,0.054203000000000000,57.899049000000000,42,42
55832.161087200000,14.393000000000000,0.028000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,10561540001880,233.968382,57.902656000000000,100082,6,55832.1594472,930,14.405000000000000,21.163000000000000,27.640,2.95,3.371,0,131072,0,1,10561540,0.054203000000000000,57.899049000000000,43,43
55650.319777200000,14.724000000000000,0.116000000000000000,1000821060000957,233.96836400000000,57.902648000000000,1,0,1.530369E-07,172,171,158,14.641,0.0080000000000000000,14.672000000000000,14.672000000000000,14.645,14.643000000000000,0.17100000000000000,0.16900000000000000,9998773001238,233.968359,57.902648000000000,100082,6,55650.3214372,748,15.340000000000000,21.158000000000000,27.610,3.05,3.773,0,131072,0,1,9998773,0.054203000000000000,57.899049000000000,44,44
